 , , , , , , , , , 
,,,,,,,,,
Category,Discipline,Subject,SourceType,ISSN,PublicationName,IndexingStart,IndexingStop,FullTextStart,FullTextStop
Education,Educational Levels,Adult Education,Academic Journal,1045-1595,Adult Learning,09/01/1990,,07/01/1996,
Social Sciences & Humanities,Demography,Gerontology,Academic Journal,1524-6817,Adultspan Journal,03/01/1999,,03/01/1999,
Science,Life Sciences,Human Development,Academic Journal,1524-6817,Adultspan Journal,03/01/1999,,03/01/1999,
Social Sciences & Humanities,Psychology,Human Development,Academic Journal,1524-6817,Adultspan Journal,03/01/1999,,03/01/1999,
Health & Medicine,Medical Sciences,Human Development,Academic Journal,1524-6817,Adultspan Journal,03/01/1999,,03/01/1999,
Health & Medicine,Clinical Specialties,Human Development,Academic Journal,1524-6817,Adultspan Journal,03/01/1999,,03/01/1999,
Technology,Engineering,Materials Engineering,Academic Journal,0924-3046,Advanced Composite Materials,03/01/1998,,03/01/1998,
Technology,Engineering,Materials Engineering,Academic Journal,0882-7958,Advanced Materials & Processes,07/01/1996,,07/01/1996,
Technology,Engineering,Powders & Bulk Materials,Academic Journal,0921-8831,Advanced Powder Technology,03/01/1999,,03/01/1999,12/31/2008
Technology,Computer Science,Robotics,Academic Journal,0169-1864,Advanced Robotics,09/01/1998,,09/01/1998,
Technology,Engineering,Robotics,Academic Journal,0169-1864,Advanced Robotics,09/01/1998,,09/01/1998,
Science,Physics,Acoustics & Sound,Academic Journal,1687-6261,Advances in Acoustics & Vibration,01/01/2008,,01/01/2008,
Science,Physics,Vibration,Academic Journal,1687-6261,Advances in Acoustics & Vibration,01/01/2008,,01/01/2008,
Science,Life Sciences,Agriculture & Farming,Academic Journal,2066-7639,Advances in Agriculture & Botanics,11/01/2009,,11/01/2009,
Science,Life Sciences,Botany,Academic Journal,2066-7639,Advances in Agriculture & Botanics,11/01/2009,,11/01/2009,
Technology,Engineering,Ceramic Engineering,Academic Journal,1743-6753,"Advances in Applied Ceramics: Structural, Functional & Bioceramics",01/01/2005,,02/01/2005,
Science,Mathematics,Applied Mathematics,Academic Journal,0973-5313,Advances in Applied Mathematical Analysis,02/01/2007,,02/01/2007,
Science,Applied Sciences,Applied Mathematics,Academic Journal,0973-5313,Advances in Applied Mathematical Analysis,02/01/2007,,02/01/2007,
Technology,Engineering,Urban Planning & Development,Academic Journal,1742-9412,"Advances in Art, Urban Futures",01/01/2000,01/31/2004,01/01/2000,01/31/2004
Politics & Government,Public Policy & Administration,Urban Planning & Development,Academic Journal,1742-9412,"Advances in Art, Urban Futures",01/01/2000,01/31/2004,01/01/2000,01/31/2004
Social Sciences & Humanities,Public Policy & Administration,Urban Planning & Development,Academic Journal,1742-9412,"Advances in Art, Urban Futures",01/01/2000,01/31/2004,01/01/2000,01/31/2004
Arts & Entertainment,Visual Arts,Visual Arts,Academic Journal,1742-9412,"Advances in Art, Urban Futures",01/01/2000,01/31/2004,01/01/2000,01/31/2004
Science,Aerospace Sciences,Astronomy,Academic Journal,1687-7969,Advances in Astronomy,01/01/2008,,01/01/2008,
Science,Aerospace Sciences,Astrophysics,Academic Journal,1687-7969,Advances in Astronomy,01/01/2008,,01/01/2008,
Science,Physics,Astrophysics,Academic Journal,1687-7969,Advances in Astronomy,01/01/2008,,01/01/2008,
Science,Life Sciences,Biology,Academic Journal,0976-4585,Advances in Bioresearch,08/01/2011,,08/01/2011,
Science,Science (General),Science (General),Academic Journal,1312-6164,Advances in Bulgarian Science,03/01/2006,,03/01/2006,
Science,Mathematics,Calculus,Academic Journal,1864-8258,Advances in Calculus of Variations,02/01/2009,,02/01/2009,
Social Sciences & Humanities,Psychology,Psychology,Academic Journal,1895-1171,Advances in Cognitive Psychology,01/01/2009,,01/01/2009,
Health & Medicine,Clinical Specialties,Psychology,Academic Journal,1895-1171,Advances in Cognitive Psychology,01/01/2009,,01/01/2009,
Social Sciences & Humanities,Psychology,Cognitive Science,Academic Journal,1895-1171,Advances in Cognitive Psychology,01/01/2009,,01/01/2009,
Health & Medicine,Clinical Specialties,Cognitive Science,Academic Journal,1895-1171,Advances in Cognitive Psychology,01/01/2009,,01/01/2009,
Science,Systems Theory,Complex Systems,Academic Journal,0219-5259,Advances in Complex Systems,03/01/2001,,03/01/2001,
Health & Medicine,Diseases & Conditions,Asthma & Allergy,Academic Journal,1642-395X,Advances in Dermatology & Allergology / Postepy Dermatologii i Alergologii,01/01/2012,,01/01/2012,
Health & Medicine,Clinical Specialties,Dermatology,Academic Journal,1642-395X,Advances in Dermatology & Allergology / Postepy Dermatologii i Alergologii,01/01/2012,,01/01/2012,
Science,Mathematics,Mathematical Analysis,Academic Journal,1687-1839,Advances in Difference Equations,01/01/2006,02/28/2011,01/01/2006,02/28/2011
Science,Mathematics,Differential Equations,Academic Journal,0973-5321,Advances in Dynamical Systems & Applications,02/01/2006,,02/01/2006,
Science,Mathematics,Fuzzy Systems,Academic Journal,0973-533X,Advances in Fuzzy Mathematics,06/01/2006,,06/01/2006,
Science,Life Sciences,Genetics & Genomics,Academic Journal,1179-9870,Advances in Genomics & Genetics,01/01/2011,,01/01/2011,
Health & Medicine,Medical Sciences,Genetics & Genomics,Academic Journal,1179-9870,Advances in Genomics & Genetics,01/01/2011,,01/01/2011,
Science,Mathematics,Geometry,Academic Journal,1615-715X,Advances in Geometry,01/01/2001,,01/01/2001,
Health & Medicine,Clinical Specialties,Hematology,Academic Journal,1687-9104,Advances in Hematology,01/01/2009,,01/01/2009,
Science,Physics,Particle Physics,Academic Journal,1687-7357,Advances in High Energy Physics,01/01/2008,,01/01/2008,
Health & Medicine,Health & Medicine (General),Health & Medicine (General),Academic Journal,1732-2693,Advances in Hygiene & Experimental Medicine / Postepy Higieny i Medycyny Doswiadczalnej,06/01/2011,,06/01/2011,
Technology,Engineering,Materials Engineering,Academic Journal,1687-8434,Advances in Materials Science & Engineering,01/01/2008,,01/01/2008,
Health & Medicine,Health & Medicine (General),Health & Medicine (General),Academic Journal,1179-7258,Advances in Medical Education & Practice,01/01/2012,,01/01/2012,
Health & Medicine,Medical Education,Medical Education,Academic Journal,1179-7258,Advances in Medical Education & Practice,01/01/2012,,01/01/2012,
Education,Professional Education,Medical Education,Academic Journal,1179-7258,Advances in Medical Education & Practice,01/01/2012,,01/01/2012,
Health & Medicine,Health & Medicine (General),Health & Medicine (General),Academic Journal,1896-1126,Advances in Medical Sciences (De Gruyter Open),01/01/2007,12/31/2013,01/01/2007,12/31/2013
Social Sciences & Humanities,Psychology,Psychology,Academic Journal,1837-4905,Advances in Mental Health,11/01/2009,,11/01/2009,
Health & Medicine,Clinical Specialties,Psychology,Academic Journal,1837-4905,Advances in Mental Health,11/01/2009,,11/01/2009,
Science,Earth & Atmospheric Sciences,Meteorology,Academic Journal,1687-9309,Advances in Meteorology,01/01/2009,,01/01/2009,
Science,Mathematics,Probability & Statistics,Academic Journal,1854-0023,Advances in Methodology & Statistics / Metodoloski zvezki,06/01/2009,,06/01/2009,
Politics & Government,Military History & Science,Military Technology,Academic Journal,1802-2308,Advances in Military Technology,04/01/2011,,04/01/2011,
History,Topical History,Military Technology,Academic Journal,1802-2308,Advances in Military Technology,04/01/2011,,04/01/2011,
Technology,Industrial Technology,Military Technology,Academic Journal,1802-2308,Advances in Military Technology,04/01/2011,,04/01/2011,
Science,Life Sciences,Biology,Academic Journal,1307-3923,Advances in Molecular Biology,03/01/2007,03/31/2009,03/01/2007,03/31/2009
Science,Mathematics,Mathematical Analysis,Academic Journal,1687-9562,Advances in Numerical Analysis,01/01/2009,,01/01/2009,
Science,Earth & Atmospheric Sciences,Hydrology,Academic Journal,1947-5721,Advances in Oceanography & Limnology,06/01/2010,,06/01/2010,
Science,Earth & Atmospheric Sciences,Oceanography,Academic Journal,1947-5721,Advances in Oceanography & Limnology,06/01/2010,,06/01/2010,
Health & Medicine,Clinical Specialties,Oncology,Academic Journal,1750-5925,Advances in Oncology,10/01/2009,12/31/2010,10/01/2009,12/31/2010
Health & Medicine,Clinical Specialties,Orthopedic Medicine,Academic Journal,1758-8294,Advances in Orthopaedics,03/01/2010,,03/01/2010,
Health & Medicine,Clinical Specialties,Orthopedic Medicine,Academic Journal,2090-3464,Advances in Orthopedics,01/01/2010,,01/01/2010,
Health & Medicine,Medical Care & Services,Hospice & Palliative Care,Academic Journal,1898-3863,Advances in Palliative Medicine,03/01/2010,04/30/2012,03/01/2010,04/30/2012
Science,Chemistry,Pharmacology,Academic Journal,1687-6334,Advances in Pharmacological Sciences,01/01/2008,,01/01/2008,
Health & Medicine,Medical Sciences,Pharmacology,Academic Journal,1687-6334,Advances in Pharmacological Sciences,01/01/2008,,01/01/2008,
Science,Chemistry,Pharmacology,Academic Journal,0973-2381,Advances in Pharmacology & Toxicology,08/01/2011,,08/01/2011,
Health & Medicine,Medical Sciences,Pharmacology,Academic Journal,0973-2381,Advances in Pharmacology & Toxicology,08/01/2011,,08/01/2011,
Science,Chemistry,Toxicology,Academic Journal,0973-2381,Advances in Pharmacology & Toxicology,08/01/2011,,08/01/2011,
Health & Medicine,Medical Sciences,Toxicology,Academic Journal,0973-2381,Advances in Pharmacology & Toxicology,08/01/2011,,08/01/2011,
Science,Chemistry,Physical Chemistry,Academic Journal,1687-7985,Advances in Physical Chemistry,01/01/2008,,01/01/2008,
Science,Physics,Physical Chemistry,Academic Journal,1687-7985,Advances in Physical Chemistry,01/01/2008,,01/01/2008,
Science,Physics,Physics,Academic Journal,2045-0117,Advances in Physics of Metals,01/01/2011,,01/01/2011,
Science,Chemistry,Metals,Academic Journal,2045-0117,Advances in Physics of Metals,01/01/2011,,01/01/2011,
Science,Earth & Atmospheric Sciences,Metals,Academic Journal,2045-0117,Advances in Physics of Metals,01/01/2011,,01/01/2011,
Health & Medicine,Allied Health,Physical Therapy,Academic Journal,1403-8196,Advances in Physiotherapy,06/01/1999,12/31/2012,06/01/1999,12/31/2012
Health & Medicine,Therapeutics,Physical Therapy,Academic Journal,1403-8196,Advances in Physiotherapy,06/01/1999,12/31/2012,06/01/1999,12/31/2012
Health & Medicine,Clinical Specialties,Preventive Medicine,Academic Journal,2090-3480,Advances in Preventive Medicine,01/01/2011,,01/01/2011,
Technology,Engineering,Production Engineering,Academic Journal,1854-6250,Advances in Production Engineering & Management,04/01/2010,,04/01/2010,
Business,Management,Production Engineering,Academic Journal,1854-6250,Advances in Production Engineering & Management,04/01/2010,,04/01/2010,
Health & Medicine,Clinical Specialties,Dermatology,Academic Journal,2041-2525,Advances in Psoriasis & Inflammatory Skin Diseases,03/01/2010,,03/01/2010,
Science,Science (General),Science (General),Academic Journal,1992-0628,Advances in Science & Research,01/01/2009,,01/01/2009,
Technology,Engineering,Structural Engineering,Academic Journal,1369-4332,Advances in Structural Engineering,01/01/2007,,02/01/2007,
Science,Mathematics,Applied Mathematics,Academic Journal,0973-4554,Advances in Theoretical & Applied Mathematics,02/01/2007,,02/01/2007,
Science,Applied Sciences,Applied Mathematics,Academic Journal,0973-4554,Advances in Theoretical & Applied Mathematics,02/01/2007,,02/01/2007,
Technology,Transportation,Transportation,Academic Journal,1824-5463,Advances in Transportation Studies,09/01/2010,,09/01/2010,
Technology,Engineering,"Friction, Lubrication & Wear",Academic Journal,1687-5915,Advances in Tribology,01/01/2008,,01/01/2008,
Science,Physics,"Friction, Lubrication & Wear",Academic Journal,1687-5915,Advances in Tribology,01/01/2008,,01/01/2008,
Health & Medicine,Clinical Specialties,Urology & Nephrology,Academic Journal,1687-6369,Advances in Urology,01/01/2008,,01/01/2008,
Science,Life Sciences,Virology,Academic Journal,1687-8639,Advances in Virology,01/01/2009,,01/01/2009,
Politics & Government,Public Health,Virology,Academic Journal,1687-8639,Advances in Virology,01/01/2009,,01/01/2009,
Health & Medicine,Public Health,Virology,Academic Journal,1687-8639,Advances in Virology,01/01/2009,,01/01/2009,
Social Sciences & Humanities,Public Health,Virology,Academic Journal,1687-8639,Advances in Virology,01/01/2009,,01/01/2009,
Health & Medicine,Medical Sciences,Virology,Academic Journal,1687-8639,Advances in Virology,01/01/2009,,01/01/2009,
Politics & Government,Law,Consumer Rights Law,Academic Journal,1044-7385,Advancing the Consumer Interest,01/01/1996,09/30/2001,03/01/1996,09/30/2001
Social Sciences & Humanities,Law,Consumer Rights Law,Academic Journal,1044-7385,Advancing the Consumer Interest,01/01/1996,09/30/2001,03/01/1996,09/30/2001
Health & Medicine,Safety & Accident Prevention,Consumer Rights Law,Academic Journal,1044-7385,Advancing the Consumer Interest,01/01/1996,09/30/2001,03/01/1996,09/30/2001
Science,Aerospace Sciences,Aerospace Sciences,Academic Journal,1535-4245,Aerospace Power Journal,12/01/1999,06/30/2002,12/01/1999,06/30/2002
Science,Aerospace Sciences,Aviation & Aircraft,Academic Journal,1535-4245,Aerospace Power Journal,12/01/1999,06/30/2002,12/01/1999,06/30/2002
Technology,Transportation,Aviation & Aircraft,Academic Journal,1535-4245,Aerospace Power Journal,12/01/1999,06/30/2002,12/01/1999,06/30/2002
History,Topical History,Scientific History,Academic Journal,1549-4470,Aestimatio: Critical Reviews in the History of Science,01/01/2004,,01/01/2004,
Science,Science (General),Scientific History,Academic Journal,1549-4470,Aestimatio: Critical Reviews in the History of Science,01/01/2004,,01/01/2004,
Business,Economics,Agricultural Economics,Academic Journal,1592-6117,Aestimum,03/01/2009,,03/01/2009,
Social Sciences & Humanities,Economics,Agricultural Economics,Academic Journal,1592-6117,Aestimum,03/01/2009,,03/01/2009,
Business,Industries & Trades,Agricultural Economics,Academic Journal,1592-6117,Aestimum,03/01/2009,,03/01/2009,
Business,Industries & Trades,Agribusiness,Academic Journal,1449-5937,AFBM Journal: Agricultural Business Management & Farming Systems,11/01/2010,,11/01/2010,
Social Sciences & Humanities,Psychology,Psychology,Academic Journal,0123-8884,Affectio Societatis,06/01/2012,,06/01/2012,
Health & Medicine,Clinical Specialties,Psychology,Academic Journal,0123-8884,Affectio Societatis,06/01/2012,,06/01/2012,
Social Sciences & Humanities,Area Studies,African Studies,Academic Journal,0001-9720,Africa (Edinburgh University Press),03/01/1975,12/31/2010,03/01/1975,12/31/2010
Politics & Government,Political Science & Studies,Political Science & Studies,Academic Journal,0044-6483,Africa Confidential,01/01/2003,,05/01/2004,12/31/2006
Social Sciences & Humanities,Political Science & Studies,Political Science & Studies,Academic Journal,0044-6483,Africa Confidential,01/01/2003,,05/01/2004,12/31/2006
Business,Economics,Political Economy,Academic Journal,0044-6483,Africa Confidential,01/01/2003,,05/01/2004,12/31/2006
Social Sciences & Humanities,Economics,Political Economy,Academic Journal,0044-6483,Africa Confidential,01/01/2003,,05/01/2004,12/31/2006
Politics & Government,Political Science & Studies,Political Economy,Academic Journal,0044-6483,Africa Confidential,01/01/2003,,05/01/2004,12/31/2006
Social Sciences & Humanities,Political Science & Studies,Political Economy,Academic Journal,0044-6483,Africa Confidential,01/01/2003,,05/01/2004,12/31/2006
Business,Economics,Economics,Academic Journal,0001-9836,Africa Report,07/01/1990,05/31/1995,07/01/1993,05/31/1995
Social Sciences & Humanities,Economics,Economics,Academic Journal,0001-9836,Africa Report,07/01/1990,05/31/1995,07/01/1993,05/31/1995
Politics & Government,Politics & Government (General),Politics & Government (General),Academic Journal,0001-9836,Africa Report,07/01/1990,05/31/1995,07/01/1993,05/31/1995
Business,Economics,Economics,Academic Journal,0001-9887,Africa Today,01/01/1990,,03/01/1990,
Social Sciences & Humanities,Economics,Economics,Academic Journal,0001-9887,Africa Today,01/01/1990,,03/01/1990,
Politics & Government,Politics & Government (General),Politics & Government (General),Academic Journal,0001-9887,Africa Today,01/01/1990,,03/01/1990,
Social Sciences & Humanities,Area Studies,African Studies,Academic Journal,0266-6731,Africa: Bibliography (Edinburgh University Press),11/01/2008,12/31/2010,11/01/2008,12/31/2010
Social Sciences & Humanities,Area Studies,African Studies,Academic Journal,1569-2094,African & Asian Studies,01/01/2002,,02/01/2002,
Social Sciences & Humanities,Area Studies,Asian Studies,Academic Journal,1569-2094,African & Asian Studies,01/01/2002,,02/01/2002,
History,History by Place,Asian Studies,Academic Journal,1569-2094,African & Asian Studies,01/01/2002,,02/01/2002,
Social Sciences & Humanities,Area Studies,African Studies,Academic Journal,0001-9909,African Affairs,07/01/1993,,01/01/1996,
General Interest,Ethnic Group Interest,Black & African American Interest,Academic Journal,1062-4783,African American Review,03/01/1992,,03/01/1992,
Literature & Writing,"National, Regional & Ethnic Literature",African American Literature,Academic Journal,1062-4783,African American Review,03/01/1992,,03/01/1992,
