"","Country","N","Freq"
"1096","Scotland","6",0
"1097","Senegal","6",0
"1098","Serbia and Montenegro","6",0
"1099","Sierra Leone","6",0
"1100","Singapore","6",0
"1101","Slovakia","6",0
"1102","Slovenia","6",0
"1103","Somalia","6",0
"1104","South Africa","6",0
"1105","South America","6",0
"1106","South Korea","6",0
"1107","Spain","6",0
"1108","Sri Lanka","6",0
"1109","St Kitts","6",0
"1110","Sudan","6",0
"1111","Swaziland","6",0
"1112","Sweden","6",0
"1113","Switzerland","6",0
"1114","Syria","6",0
"1115","Taiwan","6",0
"1116","Tajikistan","6",0
"1117","Tanzania","6",0
"1118","Thailand","6",0
"1119","Togo","6",0
"1120","Tonga","6",0
"1121","Trinidad and Tobago","6",1
"1122","Turkey","6",0
"1123","Uganda","6",0
"1124","Ukraine","6",0
"1125","United Arab Emirates","6",0
"1126","United Kingdom","6",0
"1127","Uruguay","6",0
"1128","US","6",0
"1129","US Virgin Islands","6",0
"1130","USSR","6",0
"1131","Venezuela","6",0
"1132","Vietnam","6",0
"1133","Wales","6",0
"1134","West Bank","6",0
"1135","West Indies","6",0
"1136","Western Europe","6",0
"1137","Yemen","6",0
"1138","Yugoslavia","6",0
"1139","Zambia","6",0
"1140","Zimbabwe","6",0
"1141","Afghanistan","7",0
"1142","Africa","7",0
"1143","Albania","7",0
"1144","Algeria","7",0
"1145","Angola","7",0
"1146","Appalachia","7",0
"1147","Argentina","7",0
"1148","Armenia","7",0
"1149","Asia","7",0
"1150","Australia","7",0
"1151","Austria","7",0
"1152","Azerbaijan","7",0
"1153","Bahamas","7",0
"1154","Bahrain","7",0
"1155","Baltic States","7",0
"1156","Bangladesh","7",0
"1157","Barbados","7",0
"1158","Belgium","7",0
"1159","Benin","7",0
"1160","Bermuda","7",0
"1161","Bolivia","7",0
"1162","Bosnia-Herzegovina","7",0
"1163","Botswana","7",0
"1164","Brazil","7",0
"1165","Bulgaria","7",0
"1166","Cambodia","7",0
"1167","Cameroon","7",0
"1168","Canada","7",0
"1169","Caribbean","7",1
"1170","Central America","7",0
"1171","Channel Islands","7",0
"1172","Chile","7",0
"1173","China","7",0
"1174","Colombia","7",0
"1175","Commonwealth of Independent States","7",0
"1176","Costa Rica","7",0
"1177","Croatia","7",0
"1178","Cuba","7",0
"1179","Cyprus","7",0
"1180","Czech Republic","7",0
"1181","Czechoslovakia","7",0
"1182","Democratic Republic of Congo","7",0
"1183","Denmark","7",0
"1184","Dominican Republic","7",0
"1185","Eastern Europe","7",0
"1186","Ecuador","7",0
"1187","Egypt","7",0
"1188","El Salvador","7",0
"1189","England","7",0
"1190","Eritrea","7",0
"1191","Estonia","7",0
"1192","Ethiopia","7",0
"1193","Europe","7",0
"1194","Fiji","7",0
"1195","Finland","7",0
"1196","France","7",0
"1197","French Polynesia","7",0
"1198","Gambia","7",0
"1199","Gaza Strip","7",0
"1200","Georgia","7",0
"1201","Germany","7",0
"1202","Ghana","7",0
"1203","Great Britain","7",0
"1204","Greece","7",0
"1205","Grenada","7",0
"1206","Guam","7",0
"1207","Guatemala","7",0
"1208","Guinea","7",0
"1209","Guyana","7",0
"1210","Haiti","7",0
"1211","Honduras","7",0
"1212","Hong Kong","7",0
"1213","Hungary","7",0
"1214","Iceland","7",1
"1215","India","7",0
"1216","Indonesia","7",1
"1217","Iran","7",0
"1218","Iraq","7",0
"1219","Ireland","7",0
"1220","Israel","7",0
"1221","Italy","7",0
"1222","Ivory Coast","7",0
"1223","Jamaica","7",0
"1224","Japan","7",0
"1225","Jordan","7",0
"1226","Kazakhstan","7",0
"1227","Kenya","7",0
"1228","Korea","7",0
"1229","Kuwait","7",0
"1230","Kyrgyzstan","7",0
"1231","Laos","7",0
"1232","Latin America","7",0
"1233","Latvia","7",0
"1234","Lebanon","7",0
"1235","Lesotho","7",0
"1236","Liberia","7",0
"1237","Lithuania","7",1
"1238","Luxembourg","7",1
"1239","Macao","7",0
"1240","Macau","7",0
"1241","Macedonia","7",0
"1242","Malawi","7",0
"1243","Malaysia","7",0
"1244","Malta","7",0
"1245","Marshall Islands","7",0
"1246","Mauritius","7",0
"1247","Mexico","7",0
"1248","Middle East","7",0
"1249","Moldova","7",0
"1250","Mongolia","7",0
"1251","Morocco","7",0
"1252","Mozambique","7",0
"1253","Myanmar","7",0
"1254","Namibia","7",0
"1255","Nepal","7",1
"1256","Netherlands","7",0
"1257","New Caledonia","7",0
"1258","New Zealand","7",0
"1259","Nicaragua","7",0
"1260","Nigeria","7",0
"1261","North America","7",0
"1262","North Korea","7",0
"1263","Northern Ireland","7",0
"1264","Norway","7",0
"1265","Oceania/Pacific Islands","7",0
"1266","Oman","7",0
"1267","Pakistan","7",1
"1268","Palau","7",0
"1269","Palestine","7",0
"1270","Panama","7",0
"1271","Paraguay","7",0
"1272","Peru","7",0
"1273","Philippines","7",0
"1274","Poland","7",0
"1275","Portugal","7",0
"1276","Puerto Rico","7",0
"1277","Qatar","7",0
"1278","Republic of Congo","7",0
"1279","Republic of Serbia","7",0
"1280","Romania","7",0
"1281","Russia","7",0
"1282","Rwanda","7",0
"1283","Samoa","7",0
"1284","Saudi Arabia","7",1
"1285","Scandinavia","7",0
"1286","Scotland","7",0
"1287","Senegal","7",0
"1288","Serbia and Montenegro","7",0
"1289","Sierra Leone","7",0
"1290","Singapore","7",0
"1291","Slovakia","7",0
"1292","Slovenia","7",0
"1293","Somalia","7",0
"1294","South Africa","7",0
"1295","South America","7",0
"1296","South Korea","7",0
"1297","Spain","7",0
"1298","Sri Lanka","7",0
"1299","St Kitts","7",0
"1300","Sudan","7",0
"1301","Swaziland","7",0
"1302","Sweden","7",0
"1303","Switzerland","7",0
"1304","Syria","7",0
"1305","Taiwan","7",0
"1306","Tajikistan","7",0
"1307","Tanzania","7",0
"1308","Thailand","7",0
"1309","Togo","7",0
"1310","Tonga","7",0
"1311","Trinidad and Tobago","7",0
"1312","Turkey","7",0
"1313","Uganda","7",0
"1314","Ukraine","7",1
"1315","United Arab Emirates","7",1
"1316","United Kingdom","7",0
"1317","Uruguay","7",0
"1318","US","7",0
"1319","US Virgin Islands","7",0
"1320","USSR","7",1
"1321","Venezuela","7",0
"1322","Vietnam","7",0
"1323","Wales","7",0
"1324","West Bank","7",0
"1325","West Indies","7",0
"1326","Western Europe","7",0
"1327","Yemen","7",0
"1328","Yugoslavia","7",0
"1329","Zambia","7",0
"1330","Zimbabwe","7",0
"1331","Afghanistan","8",0
"1332","Africa","8",0
"1333","Albania","8",0
"1334","Algeria","8",0
"1335","Angola","8",0
"1336","Appalachia","8",0
"1337","Argentina","8",1
"1338","Armenia","8",0
"1339","Asia","8",0
"1340","Australia","8",0
"1341","Austria","8",0
"1342","Azerbaijan","8",0
"1343","Bahamas","8",0
"1344","Bahrain","8",0
"1345","Baltic States","8",0
"1346","Bangladesh","8",0
"1347","Barbados","8",0
"1348","Belgium","8",0
"1349","Benin","8",0
"1350","Bermuda","8",0
"1351","Bolivia","8",0
"1352","Bosnia-Herzegovina","8",0
"1353","Botswana","8",0
"1354","Brazil","8",0
"1355","Bulgaria","8",0
"1356","Cambodia","8",0
"1357","Cameroon","8",0
"1358","Canada","8",0
"1359","Caribbean","8",0
"1360","Central America","8",0
"1361","Channel Islands","8",0
"1362","Chile","8",0
"1363","China","8",0
"1364","Colombia","8",0
"1365","Commonwealth of Independent States","8",0
"1366","Costa Rica","8",0
"1367","Croatia","8",0
"1368","Cuba","8",1
"1369","Cyprus","8",0
"1370","Czech Republic","8",1
"1371","Czechoslovakia","8",0
"1372","Democratic Republic of Congo","8",0
"1373","Denmark","8",0
"1374","Dominican Republic","8",0
"1375","Eastern Europe","8",0
"1376","Ecuador","8",0
"1377","Egypt","8",0
"1378","El Salvador","8",0
"1379","England","8",0
"1380","Eritrea","8",0
"1381","Estonia","8",0
"1382","Ethiopia","8",0
"1383","Europe","8",0
"1384","Fiji","8",0
"1385","Finland","8",0
"1386","France","8",0
"1387","French Polynesia","8",0
"1388","Gambia","8",0
"1389","Gaza Strip","8",0
"1390","Georgia","8",0
"1391","Germany","8",0
"1392","Ghana","8",0
"1393","Great Britain","8",0
"1394","Greece","8",0
"1395","Grenada","8",0
"1396","Guam","8",0
"1397","Guatemala","8",1
"1398","Guinea","8",0
"1399","Guyana","8",0
"1400","Haiti","8",0
"1401","Honduras","8",0
"1402","Hong Kong","8",0
"1403","Hungary","8",0
"1404","Iceland","8",0
"1405","India","8",0
"1406","Indonesia","8",0
"1407","Iran","8",0
"1408","Iraq","8",0
"1409","Ireland","8",0
"1410","Israel","8",0
"1411","Italy","8",0
"1412","Ivory Coast","8",0
"1413","Jamaica","8",0
"1414","Japan","8",0
"1415","Jordan","8",0
"1416","Kazakhstan","8",0
"1417","Kenya","8",0
"1418","Korea","8",0
"1419","Kuwait","8",0
"1420","Kyrgyzstan","8",0
"1421","Laos","8",0
"1422","Latin America","8",0
"1423","Latvia","8",0
"1424","Lebanon","8",0
"1425","Lesotho","8",0
"1426","Liberia","8",0
"1427","Lithuania","8",0
"1428","Luxembourg","8",0
"1429","Macao","8",0
"1430","Macau","8",0
"1431","Macedonia","8",0
"1432","Malawi","8",0
"1433","Malaysia","8",0
"1434","Malta","8",0
"1435","Marshall Islands","8",0
"1436","Mauritius","8",0
"1437","Mexico","8",0
"1438","Middle East","8",0
"1439","Moldova","8",0
"1440","Mongolia","8",0
"1441","Morocco","8",0
"1442","Mozambique","8",0
"1443","Myanmar","8",0
"1444","Namibia","8",0
"1445","Nepal","8",0
"1446","Netherlands","8",0
"1447","New Caledonia","8",0
"1448","New Zealand","8",0
"1449","Nicaragua","8",0
"1450","Nigeria","8",0
"1451","North America","8",0
"1452","North Korea","8",0
"1453","Northern Ireland","8",0
"1454","Norway","8",0
"1455","Oceania/Pacific Islands","8",0
"1456","Oman","8",0
"1457","Pakistan","8",0
"1458","Palau","8",0
"1459","Palestine","8",0
"1460","Panama","8",0
"1461","Paraguay","8",0
"1462","Peru","8",1
"1463","Philippines","8",0
"1464","Poland","8",0
"1465","Portugal","8",0
"1466","Puerto Rico","8",0
"1467","Qatar","8",0
"1468","Republic of Congo","8",0
"1469","Republic of Serbia","8",0
"1470","Romania","8",0
"1471","Russia","8",0
"1472","Rwanda","8",0
"1473","Samoa","8",0
"1474","Saudi Arabia","8",0
"1475","Scandinavia","8",0
"1476","Scotland","8",0
"1477","Senegal","8",0
"1478","Serbia and Montenegro","8",0
"1479","Sierra Leone","8",0
"1480","Singapore","8",0
"1481","Slovakia","8",0
"1482","Slovenia","8",0
"1483","Somalia","8",0
"1484","South Africa","8",0
"1485","South America","8",0
"1486","South Korea","8",0
"1487","Spain","8",0
"1488","Sri Lanka","8",0
"1489","St Kitts","8",0
"1490","Sudan","8",0
"1491","Swaziland","8",0
"1492","Sweden","8",0
"1493","Switzerland","8",0
"1494","Syria","8",0
"1495","Taiwan","8",0
"1496","Tajikistan","8",0
"1497","Tanzania","8",1
"1498","Thailand","8",0
"1499","Togo","8",0
"1500","Tonga","8",0
"1501","Trinidad and Tobago","8",0
"1502","Turkey","8",0
"1503","Uganda","8",0
"1504","Ukraine","8",0
"1505","United Arab Emirates","8",0
"1506","United Kingdom","8",0
"1507","Uruguay","8",0
"1508","US","8",0
"1509","US Virgin Islands","8",0
"1510","USSR","8",0
"1511","Venezuela","8",0
"1512","Vietnam","8",0
"1513","Wales","8",0
"1514","West Bank","8",0
"1515","West Indies","8",0
"1516","Western Europe","8",0
"1517","Yemen","8",0
"1518","Yugoslavia","8",0
"1519","Zambia","8",0
"1520","Zimbabwe","8",0
"1521","Afghanistan","9",0
"1522","Africa","9",0
"1523","Albania","9",0
"1524","Algeria","9",0
"1525","Angola","9",0
"1526","Appalachia","9",0
"1527","Argentina","9",0
"1528","Armenia","9",0
"1529","Asia","9",0
"1530","Australia","9",0
"1531","Austria","9",0
"1532","Azerbaijan","9",0
"1533","Bahamas","9",0
"1534","Bahrain","9",0
"1535","Baltic States","9",0
"1536","Bangladesh","9",0
"1537","Barbados","9",0
"1538","Belgium","9",0
"1539","Benin","9",0
"1540","Bermuda","9",0
"1541","Bolivia","9",0
"1542","Bosnia-Herzegovina","9",0
"1543","Botswana","9",0
"1544","Brazil","9",0
"1545","Bulgaria","9",0
"1546","Cambodia","9",0
"1547","Cameroon","9",0
"1548","Canada","9",0
"1549","Caribbean","9",0
"1550","Central America","9",0
"1551","Channel Islands","9",0
"1552","Chile","9",0
"1553","China","9",0
"1554","Colombia","9",1
"1555","Commonwealth of Independent States","9",0
"1556","Costa Rica","9",0
"1557","Croatia","9",0
"1558","Cuba","9",0
"1559","Cyprus","9",0
"1560","Czech Republic","9",0
"1561","Czechoslovakia","9",0
"1562","Democratic Republic of Congo","9",0
"1563","Denmark","9",0
"1564","Dominican Republic","9",0
"1565","Eastern Europe","9",0
"1566","Ecuador","9",0
"1567","Egypt","9",1
"1568","El Salvador","9",0
"1569","England","9",0
"1570","Eritrea","9",0
"1571","Estonia","9",0
"1572","Ethiopia","9",0
"1573","Europe","9",0
"1574","Fiji","9",0
"1575","Finland","9",0
"1576","France","9",0
"1577","French Polynesia","9",0
"1578","Gambia","9",0
"1579","Gaza Strip","9",0
"1580","Georgia","9",0
"1581","Germany","9",0
"1582","Ghana","9",0
"1583","Great Britain","9",0
"1584","Greece","9",0
"1585","Grenada","9",0
"1586","Guam","9",0
"1587","Guatemala","9",0
"1588","Guinea","9",0
"1589","Guyana","9",0
"1590","Haiti","9",0
"1591","Honduras","9",0
"1592","Hong Kong","9",0
"1593","Hungary","9",0
"1594","Iceland","9",0
"1595","India","9",0
"1596","Indonesia","9",0
"1597","Iran","9",0
"1598","Iraq","9",0
"1599","Ireland","9",0
"1600","Israel","9",0
"1601","Italy","9",0
"1602","Ivory Coast","9",0
"1603","Jamaica","9",0
"1604","Japan","9",0
"1605","Jordan","9",1
"1606","Kazakhstan","9",0
"1607","Kenya","9",0
"1608","Korea","9",0
"1609","Kuwait","9",0
"1610","Kyrgyzstan","9",0
"1611","Laos","9",0
"1612","Latin America","9",0
"1613","Latvia","9",0
"1614","Lebanon","9",0
"1615","Lesotho","9",0
"1616","Liberia","9",0
"1617","Lithuania","9",0
"1618","Luxembourg","9",0
"1619","Macao","9",0
"1620","Macau","9",0
"1621","Macedonia","9",0
"1622","Malawi","9",0
"1623","Malaysia","9",0
"1624","Malta","9",0
"1625","Marshall Islands","9",0
"1626","Mauritius","9",0
"1627","Mexico","9",0
"1628","Middle East","9",0
"1629","Moldova","9",0
"1630","Mongolia","9",0
"1631","Morocco","9",0
"1632","Mozambique","9",0
"1633","Myanmar","9",0
"1634","Namibia","9",0
"1635","Nepal","9",0
"1636","Netherlands","9",0
"1637","New Caledonia","9",0
"1638","New Zealand","9",0
"1639","Nicaragua","9",0
"1640","Nigeria","9",0
"1641","North America","9",0
"1642","North Korea","9",0
"1643","Northern Ireland","9",0
"1644","Norway","9",0
"1645","Oceania/Pacific Islands","9",0
"1646","Oman","9",0
"1647","Pakistan","9",0
"1648","Palau","9",0
"1649","Palestine","9",0
"1650","Panama","9",0
"1651","Paraguay","9",0
"1652","Peru","9",0
"1653","Philippines","9",0
"1654","Poland","9",0
"1655","Portugal","9",0
"1656","Puerto Rico","9",0
"1657","Qatar","9",0
"1658","Republic of Congo","9",0
"1659","Republic of Serbia","9",0
"1660","Romania","9",0
"1661","Russia","9",0
"1662","Rwanda","9",0
"1663","Samoa","9",0
"1664","Saudi Arabia","9",0
"1665","Scandinavia","9",0
"1666","Scotland","9",0
"1667","Senegal","9",0
"1668","Serbia and Montenegro","9",0
"1669","Sierra Leone","9",0
"1670","Singapore","9",0
"1671","Slovakia","9",0
"1672","Slovenia","9",0
"1673","Somalia","9",0
"1674","South Africa","9",0
"1675","South America","9",0
"1676","South Korea","9",0
"1677","Spain","9",0
"1678","Sri Lanka","9",0
"1679","St Kitts","9",0
"1680","Sudan","9",0
"1681","Swaziland","9",0
"1682","Sweden","9",0
"1683","Switzerland","9",0
"1684","Syria","9",0
"1685","Taiwan","9",0
"1686","Tajikistan","9",0
"1687","Tanzania","9",0
"1688","Thailand","9",0
"1689","Togo","9",0
"1690","Tonga","9",0
"1691","Trinidad and Tobago","9",0
"1692","Turkey","9",0
"1693","Uganda","9",0
"1694","Ukraine","9",0
"1695","United Arab Emirates","9",0
"1696","United Kingdom","9",0
"1697","Uruguay","9",0
"1698","US","9",0
"1699","US Virgin Islands","9",0
"1700","USSR","9",0
"1701","Venezuela","9",0
"1702","Vietnam","9",0
"1703","Wales","9",0
"1704","West Bank","9",0
"1705","West Indies","9",0
"1706","Western Europe","9",0
"1707","Yemen","9",0
"1708","Yugoslavia","9",0
"1709","Zambia","9",0
"1710","Zimbabwe","9",0
"1711","Afghanistan","10",0
"1712","Africa","10",0
"1713","Albania","10",0
"1714","Algeria","10",0
"1715","Angola","10",0
"1716","Appalachia","10",0
"1717","Argentina","10",0
"1718","Armenia","10",0
"1719","Asia","10",0
"1720","Australia","10",0
"1721","Austria","10",0
"1722","Azerbaijan","10",0
"1723","Bahamas","10",0
"1724","Bahrain","10",0
"1725","Baltic States","10",0
"1726","Bangladesh","10",0
"1727","Barbados","10",0
"1728","Belgium","10",0
"1729","Benin","10",0
"1730","Bermuda","10",0
"1731","Bolivia","10",0
"1732","Bosnia-Herzegovina","10",0
"1733","Botswana","10",0
"1734","Brazil","10",0
"1735","Bulgaria","10",0
"1736","Cambodia","10",0
"1737","Cameroon","10",0
"1738","Canada","10",0
"1739","Caribbean","10",0
"1740","Central America","10",0
"1741","Channel Islands","10",0
"1742","Chile","10",0
"1743","China","10",0
"1744","Colombia","10",0
"1745","Commonwealth of Independent States","10",0
"1746","Costa Rica","10",0
"1747","Croatia","10",0
"1748","Cuba","10",0
"1749","Cyprus","10",0
"1750","Czech Republic","10",0
"1751","Czechoslovakia","10",0
"1752","Democratic Republic of Congo","10",0
"1753","Denmark","10",0
"1754","Dominican Republic","10",0
"1755","Eastern Europe","10",0
"1756","Ecuador","10",0
"1757","Egypt","10",0
"1758","El Salvador","10",0
"1759","England","10",0
"1760","Eritrea","10",0
"1761","Estonia","10",0
"1762","Ethiopia","10",0
"1763","Europe","10",0
"1764","Fiji","10",0
"1765","Finland","10",0
"1766","France","10",0
"1767","French Polynesia","10",0
"1768","Gambia","10",0
"1769","Gaza Strip","10",0
"1770","Georgia","10",1
"1771","Germany","10",0
"1772","Ghana","10",0
"1773","Great Britain","10",0
"1774","Greece","10",0
"1775","Grenada","10",0
"1776","Guam","10",0
"1777","Guatemala","10",0
"1778","Guinea","10",0
"1779","Guyana","10",0
"1780","Haiti","10",0
"1781","Honduras","10",0
"1782","Hong Kong","10",0
"1783","Hungary","10",0
"1784","Iceland","10",0
"1785","India","10",0
"1786","Indonesia","10",0
"1787","Iran","10",0
"1788","Iraq","10",0
"1789","Ireland","10",0
"1790","Israel","10",0
"1791","Italy","10",0
"1792","Ivory Coast","10",0
"1793","Jamaica","10",0
"1794","Japan","10",0
"1795","Jordan","10",0
"1796","Kazakhstan","10",0
"1797","Kenya","10",0
"1798","Korea","10",0
"1799","Kuwait","10",0
"1800","Kyrgyzstan","10",0
"1801","Laos","10",0
"1802","Latin America","10",0
"1803","Latvia","10",0
"1804","Lebanon","10",0
"1805","Lesotho","10",0
"1806","Liberia","10",0
"1807","Lithuania","10",0
"1808","Luxembourg","10",0
"1809","Macao","10",0
"1810","Macau","10",0
"1811","Macedonia","10",0
"1812","Malawi","10",0
"1813","Malaysia","10",0
"1814","Malta","10",0
"1815","Marshall Islands","10",0
"1816","Mauritius","10",0
"1817","Mexico","10",0
"1818","Middle East","10",0
"1819","Moldova","10",0
"1820","Mongolia","10",0
"1821","Morocco","10",0
"1822","Mozambique","10",0
"1823","Myanmar","10",0
"1824","Namibia","10",0
"1825","Nepal","10",0
"1826","Netherlands","10",0
"1827","New Caledonia","10",0
"1828","New Zealand","10",0
"1829","Nicaragua","10",0
"1830","Nigeria","10",0
"1831","North America","10",0
"1832","North Korea","10",0
"1833","Northern Ireland","10",0
"1834","Norway","10",0
"1835","Oceania/Pacific Islands","10",0
"1836","Oman","10",0
"1837","Pakistan","10",0
"1838","Palau","10",0
"1839","Palestine","10",0
"1840","Panama","10",0
"1841","Paraguay","10",0
"1842","Peru","10",0
"1843","Philippines","10",1
"1844","Poland","10",0
"1845","Portugal","10",0
"1846","Puerto Rico","10",0
"1847","Qatar","10",0
"1848","Republic of Congo","10",0
"1849","Republic of Serbia","10",0
"1850","Romania","10",0
"1851","Russia","10",0
"1852","Rwanda","10",0
"1853","Samoa","10",0
"1854","Saudi Arabia","10",0
"1855","Scandinavia","10",0
"1856","Scotland","10",0
"1857","Senegal","10",0
"1858","Serbia and Montenegro","10",0
"1859","Sierra Leone","10",0
"1860","Singapore","10",0
"1861","Slovakia","10",0
"1862","Slovenia","10",0
"1863","Somalia","10",0
"1864","South Africa","10",0
"1865","South America","10",0
